,read,comment,title,time
0,4474,9,喂！装钱的麻袋在哪？,02-10 12:01
1,2492,1,中报业绩不错！买！,08-01 09:23
2,646,0,国际快递业务异军突起，势不可挡。,10-10 11:15
3,647,0,未来网购必将全球畅通无阻，这是必然趋势。,10-10 11:35
4,83,0,坚决清仓抛弃垃圾B股，持有美元存银行。,10-24 09:40
5,124,0,海科B10月23日快速反弹,10-23 02:53
6,125,0,海科B10月23日盘中跌幅达5%,10-23 02:34
7,132,0,清仓离场。,10-23 09:36
8,225,0,账上那么多美金呢,10-20 06:14
9,246,0,均线压制散户股民坚决清仓逃顶落袋为安持币为王。,10-20 09:55
10,279,0,全部清仓逃顶,10-19 02:13
11,320,1,所有美元全部吃进海科,10-19 09:58
12,291,0,海科B10月19日快速上涨,10-19 10:27
13,289,0,海科B10月19日快速反弹,10-19 10:23
14,628,0,全球快递商业将火速发展势不可挡。航运和原油必将成为投资中心。,10-10 05:22
15,377,0,全部清仓逃顶换股抄底吃进振华B,10-17 10:01
16,535,0,图形有多么重要，同一家公司A股图形优美气势磅礴，B股图形丑陋呜呼哀哉就是无法上涨,10-13 11:02
17,516,0,重仓吃回豪赌到底。,10-13 10:51
18,635,0,KDJ死叉我们散户必须坚决清仓离场换股操作确保资金绝对安全。,10-10 10:02
19,635,0,坚决清仓止损远离垃圾企业股票。,10-10 09:39
20,1145,0,海科B9月26日快速上涨,09-26 02:12
21,1312,0,上涨的逻辑是什么？游资炒作？,09-21 10:00
22,1427,0,这种走势显然是主力在运筹帷幄，跟上主力节奏必有厚报！,09-21 01:37
23,1353,0,B股唯一一只干散货主业航运股,09-21 10:37
24,1325,0,明天A股还会涨停的节奏,09-21 10:19
25,1326,0,涨停的节奏涨停板,09-21 10:14
26,1315,0,A股涨停了，B股涨停板了,09-21 09:54
27,2141,0,值得中长期投资。,08-21 10:53
28,1426,0,欺诈行为,09-16 10:15
29,1507,0,这货会不会跌到没有?他们公司为什么不回购自己公司的股票?,09-11 10:50
30,1628,0,会不会跌得没有钱了?,09-05 02:32
31,1645,1,是好股票，如此低价位和市盈率是买进好机会，放上几年定将有厚报。,09-05 11:48
32,1739,0,关于参加2023年度天津辖区上市公司半年报业绩说明 会暨投资者网上集体接待日活动,09-05 09:47
33,1631,0,海科B8月31日盘中跌幅达5%,08-31 01:49
34,2685,6,B股2000年退回国内交易，当时承诺B股改革，到现在已经有二三十年了，不能失信啊,06-09 08:54
35,2546,3,66人真无耻，好意思叫上市公司,05-26 02:09
36,1656,0,海科B8月29日快速回调,08-29 09:48
37,2007,0,市盈率只有6多点，有很大上升空间，会恢复到正常股价。正常股价应该在0.28元美金,08-21 10:50
38,2113,0,这个股票死不死，也活不了，,08-17 08:43
39,3355,3,海航系B股(900945、900938、420153)三兄弟，翻倍概率谁最大。,10-06 12:31
40,2352,0,AT股涨了多少了，你动也不动到底是什么产业,07-04 06:10
41,2312,1,这张股票，不是挺优质的吗？是二十多年也不分红利？,07-12 12:01
42,2449,3,公司承诺资产重大重组以前买的，结果呢，等啊等，买了几条破船，K线向小朋友坐滑楼梯,06-15 12:02
43,2324,1,又是一个跌幅居前,06-06 06:10
44,2206,1,海科B6月14日快速反弹,06-14 09:48
45,2316,0,成交量很少了,06-26 10:51
46,2309,1,是否要退市啦？！[困顿],06-29 07:27
47,2374,5,一天一个新低，这不是在做股票，纯粹在杀散户了。,06-05 12:08
48,2707,3,今天这是啥意思，最低0.171美刀，意味着本周0.17以下收盘吗？这几个月俺模拟,06-14 10:46
49,2362,0,只有招宝在招魂[大笑][大笑][大笑],06-15 02:10
50,2377,2,早上打开一看没交易，还以为退市了,06-07 09:41
51,3283,0,周线收了个十字星，下周何去何从,02-24 02:59
52,2216,0,海科B6月5日快速上涨,06-05 02:42
53,2564,2,董事长你要脸不，十几年不分红,05-16 08:44
54,2261,0,海科B6月1日快速反弹,06-01 09:39
55,2289,0,不要就不要呗，钱可是真的,05-26 11:05
56,2225,0,准备攒一些美刀，在1毛4以下接,05-23 01:19
57,2889,0,又死了，挣点美元真他娘的不容易啊,04-04 11:03
58,2197,0,长期多年低价位+多年不分红的股……结局就是退……退……，没有主营业务支撑，靠股市,05-16 08:14
59,2361,0,臭流氓，十几年不分红，都被海航的高管以各种明目私吞了,04-03 08:44
60,2565,0,买的是乌鸡,03-27 01:50
61,2465,0,回到,02-22 01:14
62,2474,0,B股没人管了解,02-18 07:53
63,653,0,海科B2月17日快速回调,02-17 09:42
64,616,0,海科B2月17日快速反弹,02-17 09:39
65,588,0,海科B2月17日盘中涨幅达5%,02-17 09:38
66,549,0,海科B2月17日快速上涨,02-17 09:38
67,634,0,海科B2月16日盘中涨幅达5%,02-16 02:03
68,630,0,海科B2月16日快速上涨,02-16 02:01
69,2826,0,为什么这个财务报表和A股的财务报表不一样啊？,02-04 03:06
70,3319,0,老大哥，安奈儿是否完了[捂脸],12-31 01:10
71,2984,0,有战略思维，此处应该有喝彩[鼓掌][鼓掌][鼓掌],12-30 09:40
72,2636,0,打卡点赞[献花][献花][献花],12-30 01:09
73,2773,0,明天封板，同意的点赞上车走一波,12-20 07:40
74,2469,0,转发,12-16 07:07
75,2909,1,717+717，对到骗筹码。拿好坐稳，等涨停,12-09 02:25
76,3802,2,计算机板块再度爆发多股“20cm”涨停！预增股成近期行情主线,10-17 02:33
77,2733,2,吃吧,11-09 01:51
78,2301,0,回本,12-12 08:42
79,2252,0,转发,12-06 10:05
80,2209,0,转发,12-05 05:10
81,2205,0,转发,12-04 05:44
82,2306,0,[坏笑],11-30 07:23
83,2107,0,转发,11-30 06:20
84,1828,0,继续继续继续,11-28 10:39
85,1616,0,i,11-28 07:45
86,2478,2,B股曙光乍现？,11-01 09:46
87,1090,0,海科B10月31日快速回调,10-31 10:03
88,1106,0,海科B10月31日盘中涨幅达5%,10-31 10:02
89,1089,0,海科B10月31日快速上涨,10-31 10:02
90,1109,0,海科B10月31日快速反弹,10-31 09:40
